"Diseases & Risk Factors","Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Noncommunicable diseases","Controlled hypertension, adults aged 30–79 with hypertension","","2018","Nepal","South-East Asia Region","Total","","6.8","4.8","9.2","",
"Noncommunicable diseases","Controlled hypertension, adults aged 30–79 with hypertension","","2018","Nepal","South-East Asia Region","Males","","5.5","3.3","8.5","",
"Noncommunicable diseases","Controlled hypertension, adults aged 30–79 with hypertension","","2018","Nepal","South-East Asia Region","Females","","8","4.8","12","",
"Noncommunicable diseases","Controlled hypertension, adults aged 30–79 with hypertension","","2019","Nepal","South-East Asia Region","Total","","7.2","4.8","10.2","",
"Noncommunicable diseases","Controlled hypertension, adults aged 30–79 with hypertension","","2019","Nepal","South-East Asia Region","Males","","5.9","3.3","9.5","",
"Noncommunicable diseases","Controlled hypertension, adults aged 30–79 with hypertension","","2019","Nepal","South-East Asia Region","Females","","8.5","4.7","13.4","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2000","Nepal","South-East Asia Region","Total","","1.2141364","0.96858023","1.5078425","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2000","Nepal","South-East Asia Region","Males","","1.1222075","0.73368037","1.6451338","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2000","Nepal","South-East Asia Region","Females","","1.3087627","1.0187143","1.6461726","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2001","Nepal","South-East Asia Region","Total","","1.3306713","1.0791034","1.6285475","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2001","Nepal","South-East Asia Region","Males","","1.2143802","0.81707984","1.7342409","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2001","Nepal","South-East Asia Region","Females","","1.4488197","1.1489158","1.7955309","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2002","Nepal","South-East Asia Region","Total","","1.4569627","1.1993146","1.7590456","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2002","Nepal","South-East Asia Region","Males","","1.3126868","0.9043647","1.838026","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2002","Nepal","South-East Asia Region","Females","","1.6020998","1.289687","1.9540176","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2003","Nepal","South-East Asia Region","Total","","1.5931372","1.33163","1.8968595","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2003","Nepal","South-East Asia Region","Males","","1.4172157","1.0065051","1.9435979","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2003","Nepal","South-East Asia Region","Females","","1.7688766","1.4503688","2.1345412","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2004","Nepal","South-East Asia Region","Total","","1.7393565","1.4726561","2.0468749","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2004","Nepal","South-East Asia Region","Males","","1.5275706","1.109239","2.055232","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2004","Nepal","South-East Asia Region","Females","","1.9495782","1.6197868","2.327995","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2005","Nepal","South-East Asia Region","Total","","1.8961731","1.6226094","2.2060199","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2005","Nepal","South-East Asia Region","Males","","1.6436342","1.2203344","2.1660917","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2005","Nepal","South-East Asia Region","Females","","2.1452757","1.8010616","2.534957","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2006","Nepal","South-East Asia Region","Total","","2.0649292","1.7876439","2.3727244","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2006","Nepal","South-East Asia Region","Males","","1.7656859","1.3344919","2.2727381","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2006","Nepal","South-East Asia Region","Females","","2.3581944","1.9999176","2.7570657","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2007","Nepal","South-East Asia Region","Total","","2.24705","1.9607779","2.5580708","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2007","Nepal","South-East Asia Region","Males","","1.8935692","1.4575895","2.3931086","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2007","Nepal","South-East Asia Region","Females","","2.5910668","2.2162016","3.0083016","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2008","Nepal","South-East Asia Region","Total","","2.4429135","2.1445036","2.7602402","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2008","Nepal","South-East Asia Region","Males","","2.0267623","1.5986381","2.5239237","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2008","Nepal","South-East Asia Region","Females","","2.84486","2.4568995","3.2725789","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2009","Nepal","South-East Asia Region","Total","","2.6531303","2.345215","2.9872067","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2009","Nepal","South-East Asia Region","Males","","2.1650964","1.7354606","2.6667327","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2009","Nepal","South-East Asia Region","Females","","3.1205762","2.7172778","3.5639066","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2010","Nepal","South-East Asia Region","Total","","2.8780757","2.5664575","3.2201346","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2010","Nepal","South-East Asia Region","Males","","2.3083813","1.8762762","2.8102331","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2010","Nepal","South-East Asia Region","Females","","3.4187622","2.9971046","3.8859785","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2011","Nepal","South-East Asia Region","Total","","3.1188957","2.8015835","3.4628831","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2011","Nepal","South-East Asia Region","Males","","2.457181","2.0227067","2.956542","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2011","Nepal","South-East Asia Region","Females","","3.7405357","3.2907933","4.2318445","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2012","Nepal","South-East Asia Region","Total","","3.3777904","3.0497283","3.7357956","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2012","Nepal","South-East Asia Region","Males","","2.6134796","2.1776788","3.1140983","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2012","Nepal","South-East Asia Region","Females","","4.0875275","3.6117405","4.6052959","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2013","Nepal","South-East Asia Region","Total","","3.6559019","3.309653","4.0364541","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2013","Nepal","South-East Asia Region","Males","","2.7782565","2.3284869","3.2928728","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2013","Nepal","South-East Asia Region","Females","","4.4605039","3.9489754","5.0134536","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2014","Nepal","South-East Asia Region","Total","","3.9538346","3.589768","4.3455198","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2014","Nepal","South-East Asia Region","Males","","2.9528633","2.4808774","3.476898","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2014","Nepal","South-East Asia Region","Females","","4.8593011","4.3050118","5.4522414","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2015","Nepal","South-East Asia Region","Total","","4.2730581","3.8728677","4.7041588","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2015","Nepal","South-East Asia Region","Males","","3.1400323","2.6486598","3.6826991","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2015","Nepal","South-East Asia Region","Females","","5.2847493","4.6776228","5.9470586","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2016","Nepal","South-East Asia Region","Total","","4.6127357","4.1686855","5.1076647","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2016","Nepal","South-East Asia Region","Males","","3.3406682","2.8041465","3.9380644","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2016","Nepal","South-East Asia Region","Females","","5.7353109","5.0538115","6.4845376","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2017","Nepal","South-East Asia Region","Total","","4.9701408","4.4685345","5.5272099","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2017","Nepal","South-East Asia Region","Males","","3.5530187","2.9499887","4.2266116","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2017","Nepal","South-East Asia Region","Females","","6.207538","5.421282","7.0512801","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2018","Nepal","South-East Asia Region","Total","","5.3428523","4.7559835","5.9880979","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2018","Nepal","South-East Asia Region","Males","","3.7754238","3.0886794","4.5543194","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2018","Nepal","South-East Asia Region","Females","","6.6978857","5.7896595","7.7024907","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2019","Nepal","South-East Asia Region","Total","","5.7317641","5.027863","6.500677","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2019","Nepal","South-East Asia Region","Males","","4.0092252","3.2176357","4.9304169","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2019","Nepal","South-East Asia Region","Females","","7.2070643","6.1209392","8.385437","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2020","Nepal","South-East Asia Region","Total","","6.1342239","5.3127978","7.0273347","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2020","Nepal","South-East Asia Region","Males","","4.2564709","3.3376828","5.3304199","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2020","Nepal","South-East Asia Region","Females","","7.7377416","6.4801775","9.1292039","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2021","Nepal","South-East Asia Region","Total","","6.5503709","5.5872135","7.6124415","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2021","Nepal","South-East Asia Region","Males","","4.518158","3.4474626","5.8071919","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2021","Nepal","South-East Asia Region","Females","","8.2908548","6.7924991","9.9547297","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2022","Nepal","South-East Asia Region","Total","","6.989485","5.8578566","8.2387127","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2022","Nepal","South-East Asia Region","Males","","4.7943171","3.5320148","6.3047349","",
"Noncommunicable diseases","Obesity, adults aged 18+","","2022","Nepal","South-East Asia Region","Females","","8.8657387","7.1349517","10.825054","",
"Noncommunicable diseases","Obesity, adolescents aged 10–19","","2000","Nepal","South-East Asia Region","Total","","0.54840189","0.24497714","1.0112897","",
"Noncommunicable diseases","Obesity, adolescents aged 10–19","","2000","Nepal","South-East Asia Region","Males","","0.44813612","0.10508458","1.1830838","",
"Noncommunicable diseases","Obesity, adolescents aged 10–19","","2000","Nepal","South-East Asia Region","Females","","0.65277889","0.24725196","1.353405","",
"Noncommunicable diseases","Obesity, adolescents aged 10–19","","2001","Nepal","South-East Asia Region","Total","","0.58743763","0.27470808","1.0661292","",
"Noncommunicable diseases","Obesity, adolescents aged 10–19","","2001","Nepal","South-East Asia Region","Males","","0.47722571","0.11895532","1.2304556","",
"Noncommunicable diseases","Obesity, adolescents aged 10–19","","2001","Nepal","South-East Asia Region","Females","","0.70194611","0.28350067","1.4094569","",
"Noncommunicable diseases","Obesity, adolescents aged 10–19","","2002","Nepal","South-East Asia Region","Total","","0.62873233","0.30694397","1.1184427","",
"Noncommunicable diseases","Obesity, adolescents aged 10–19","","2002","Nepal","South-East Asia Region","Males","","0.50724605","0.13570506","1.2624227","",
